date,time,logloss_freq,logloss_ewma,logloss_blend,logloss_markov,top1_freq,top3_freq,top1_ewma,top3_ewma,top1_blend,top3_blend,prev_d1,prev_d2
18105,M,4.8215973552685565,5.611508896028661,5.140505290643431,4.787491742782046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9
18105,E,4.143775854799453,4.293594969960389,4.215882311574871,4.23410650459726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7
18106,M,5.050016250820106,4.616220263667145,4.809778040170566,4.852030263919617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6
18106,E,5.180534330891653,5.504961450724183,5.329648568518071,4.0943445622221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0
18107,M,4.738701578612614,4.792207931013843,4.765096931276082,4.373658385003365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9
18107,E,4.289088639014612,4.6224600706357695,4.441946148069083,4.029806041084529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,5
18108,M,4.763546618609729,4.816093993253814,4.789475192311987,5.605802066295998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,6
18108,E,4.564943252479147,4.291346326332391,4.418816918760521,4.787491742782046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7
18109,M,4.719093932306405,5.4429736067981,5.016915587568648,3.8140425970679424,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4
18109,E,4.589185973543836,4.499816434980965,4.543503172026494,4.618415412738112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
18110,M,4.455654580919314,4.51407761552167,4.484439502513723,5.652489180268651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0
18110,E,4.694546489201663,4.705971462898843,4.700242659885995,5.662960480135946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,4
18111,M,4.694546489201663,5.033112749350817,4.849569146002963,3.0696021221204464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,3
18111,E,3.867867916017195,3.6775023506099704,3.768162075713244,5.662960480135946,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,6
18112,M,5.100011597309828,5.502201869844156,5.281021932648021,5.662960480135946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
18112,E,3.7625074003593686,3.810864660508382,3.786393755833659,3.765840495250065,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,7
18113,M,4.694546489201663,4.730658662700251,4.7124395736733815,4.787491742782046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
18113,E,4.360344401114989,4.370832451751271,4.365574676595381,4.083873262354805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7
18114,M,5.100011597309828,5.486411935826377,5.274663575562462,4.507189777627888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,4
18114,E,5.505476705417991,5.884943383593165,5.677317641472211,5.135798437050262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
18115,M,4.56101509657714,4.331116584702763,4.439473673203019,4.787491742782046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0
18115,E,4.56101509657714,4.431628539949426,4.494230666179158,5.337538079701318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2
18169,M,4.730921391293651,4.945523703558919,4.8324767913706115,5.4116460518550396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0
18169,E,4.597389998669129,4.454638567785468,4.523469196737526,4.1588830833596715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
18170,M,4.292414475984194,4.080331432112289,4.180761057507107,4.02535169073515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
18170,E,4.580096548435975,4.6995014126404016,4.638017848067458,4.816241156068032,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,7
18171,M,4.947577158129119,5.029841262373583,4.987863525816391,4.912654885736052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9
18171,E,4.477573528883384,4.784563364860049,4.619334072215365,4.0943445622221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,4
18172,M,4.795790545596741,4.42230282841166,4.591710465449597,5.3471075307174685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2
18172,E,5.047104973877647,5.2699979548449924,5.152354117185499,4.442651256490317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,6
18173,M,5.701335037679722,6.4770064172324595,6.015775560328254,4.722953221644475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0
18173,E,4.384033548046783,4.208766075978724,4.292564880905254,4.6443908991413725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
18174,M,4.190520168302855,4.1589553592767,4.174613226813575,5.123963979403259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,5
18174,E,5.220139585484012,5.06367294616513,5.13884915624799,4.912654885736052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4
18175,M,4.460879823962048,4.967013301218036,4.682261239300117,5.0238805208462765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3
18175,E,5.695624286954738,7.088195101471344,6.166880059326076,4.584967478670572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3
18176,M,4.2203243650826625,4.007415106298234,4.1082141116953235,4.53617731450114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
18176,E,4.2203243650826625,4.186251539271373,4.203142839514036,4.436751534363128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,8
18177,M,4.500008063347481,4.138437417982246,4.302969322690603,3.9318256327243257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9
18177,E,5.347305923734685,6.155163994303432,5.671782042950563,4.624972813284271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,6
18178,M,4.394449154672439,4.0948190021810404,4.233453530177846,5.605802066295998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2
18178,E,5.221127727856907,5.382891686386499,5.298742319992974,5.318119993844216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9
18179,M,4.42203579893711,4.933742371448341,4.6455096150916795,4.973279507552487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,2
18179,E,5.402865051948837,5.350324182271244,5.37624958892004,3.951243718581427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,9
18180,M,4.80146769663802,4.523639113890658,4.652935688097357,5.666426688112432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,1
18180,E,5.31229332040401,6.635431602646284,5.7693426045968295,5.272999558563747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2
18181,M,4.645992180508347,5.214057682700541,4.890218606168478,4.836281906951478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4
18181,E,4.722953221644475,4.902475704476817,4.808691320947781,3.9889840465642745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5
18182,M,5.195730777772936,5.573580167232173,5.366914365844214,4.90527477843843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
18182,E,4.27944004589878,4.363043365106206,4.320368270455554,5.583496308781699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,6
18183,M,4.293161689034929,4.298958135191145,4.2960557122704115,4.705015520957807,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
18183,E,4.698626797143094,4.5019985043339394,4.595487580472139,5.777652323222656,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,5
18184,M,5.38121314320398,5.376021695334588,5.378614050381694,5.0875963352323845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1
18184,E,4.688065962644034,5.387739481837443,4.977918752178153,4.212127597878484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,3
18185,M,4.826872699505897,4.450168487880751,4.620886236081229,5.337538079701318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
18185,E,4.462229585917988,4.681795192550166,4.565998323275404,4.912654885736052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0
18186,M,4.382026634673881,4.967078505353891,4.632363491939099,5.583496308781699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7
18186,E,5.768320995793772,5.875634869638447,5.820539089498478,5.030437921392435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1
18187,M,4.088417943552462,3.7300358551380355,3.8932573735662004,5.777652323222656,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,9
18187,E,5.2053793708887675,4.930627497123328,5.0585968913044095,3.817712325956905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9
18188,M,5.229919556072396,5.639613323960764,5.413930431597134,4.148411783492377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
18188,E,4.11295812873609,4.055173579712355,4.083648530517244,5.41610040220442,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,9,9
18189,M,4.743336653371095,5.411828538739913,5.022732567590778,4.722953221644475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,4
18189,E,4.8303480303607245,4.688071435435592,4.7566815355272825,3.2321210516182215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5
18190,M,5.031018725822876,5.5568115281218216,5.259748750102704,4.990432586778736,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
18190,E,5.031018725822876,5.627074252661684,5.285278476214196,5.634789603169249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,6
18191,M,4.848697169028922,5.007601035120098,4.924996112416226,4.836281906951478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6
18191,E,4.493875793739512,4.644418733393405,4.566317037548654,4.836281906951478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8
18192,M,4.232511029605105,4.187663962732747,4.209836109808784,4.212127597878484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7
18192,E,4.493875793739512,4.059877033659859,4.2535145396791005,4.618415412738112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,7
18193,M,4.406864416749882,4.713198174087641,4.5483468288183015,5.195730777772936,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9
18193,E,4.561015096577141,4.291320003764116,4.417103041305215,4.382026634673881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,9
18194,M,4.337871545262931,4.8916231379834345,4.576897186471733,4.02535169073515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,3
18194,E,4.2733330241253595,4.336231543511898,4.304287837348811,5.059425458265688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,6
18195,M,4.4938757937395115,4.672726687955626,4.579308103430163,4.04305126783455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,8
18248,E,4.2972854062187915,4.146646758813452,4.2191322601156305,5.541263545158426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,4
18249,M,4.954064942607862,4.801400701195506,4.874822350286452,4.77912349311153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0
18249,E,4.174631440327811,4.868333173233187,4.462498329393696,4.499809670330265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9
18250,M,5.322033893165353,5.757770521715917,5.516354319935855,4.6443908991413725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,2
18250,E,5.640724338689064,5.168163838764899,5.376785841815872,5.662960480135946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7
18251,M,4.072108420775219,4.058751148206681,4.065407482565433,4.51085950651685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6
18251,E,4.390325437488577,4.289847959224685,4.338825263397101,4.430816798843313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,8
18252,M,4.978112102390696,4.600106293381768,4.7713534858390085,5.030437921392435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9
18252,E,4.384033548046783,4.631299729265838,4.50004345874515,4.90527477843843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,3
18253,M,4.02735860410805,4.086439477089641,4.05646278534805,5.3471075307174685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0
18253,E,4.344670848130113,4.332348318311656,4.33849060274833,4.507189777627888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,5
18254,M,4.162349291336158,4.1281581456844405,4.145107596322547,3.9858928539946015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,9
18254,E,3.7677326434021023,3.356003387001369,3.5408258963390784,3.8607297110405954,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,6
18255,M,4.373868446972418,4.206551865710856,4.286714875772141,4.33729074083249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,3
18255,E,4.941642422609304,5.408998156402718,5.14826253614533,4.8415589640523216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6
18256,M,4.153185062245034,4.425650906675909,4.280166842951248,4.553876891600541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7
18256,E,5.193155243907427,4.826195863237612,4.992936759129696,4.02535169073515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
18257,M,4.500008063347481,4.778380094766606,4.629538820223713,4.382026634673881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9
18257,E,4.527980547296961,3.9874896966712168,4.221654838042889,4.6443908991413725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,8
18258,M,3.765840495250065,3.644512688648563,3.7033376648614302,4.507189777627888,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,1
18258,E,4.709717871388891,4.332385238004622,4.5033586572216375,4.912654885736052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,9
18259,M,4.709717871388891,4.8637254449628555,4.783759791957844,4.890349128221754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9
18259,E,4.600797001175868,3.976120604810405,4.240454272370043,4.442651256490317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5
18260,M,5.0527821249189255,5.0254650566770485,5.039030315920924,5.541263545158426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
18260,E,4.135166556742356,4.278463430715531,4.204250437533298,4.941642422609305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,8
18261,M,4.491841500681089,4.543484201438345,4.517329517030866,3.619886582626985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6
18261,E,5.260269298910507,5.248306504547709,5.254270013279653,5.14166355650266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
18262,M,5.260269298910506,5.335471766885197,5.297163773018032,5.662960480135946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,7
18262,E,4.795790545596741,4.7712419679895115,4.783440929601723,5.3471075307174685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,8
18263,M,5.509557013359422,6.7450344359562875,5.947522629220415,5.3471075307174685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
18263,E,4.688065962644034,4.697430188837938,4.692737114689508,4.852030263919617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4
18264,M,3.750573023119276,3.655192226524892,3.701745868580743,5.272999558563747,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,5,8
18264,E,4.7499116583697685,5.6261023072562,5.094964417488926,5.605802066295998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,9
18265,M,4.30807890609073,4.318366772616654,4.313209609387329,4.700480365792416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9
18265,E,3.9765615265657175,3.579352477101806,3.7583634264559818,4.90527477843843,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,7,1
18266,M,5.075173815233827,5.6058525828649675,5.30571618338847,4.430816798843313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0
18266,E,4.876875303916732,5.570958022894517,5.164869125269889,5.295814236329918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5
18267,M,4.311561494866671,4.549840836158055,4.423620761426727,5.5093883366279774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5
18267,E,5.34770259172878,6.099025767689592,5.654403078492258,4.890349128221754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,7
18268,M,5.6353846641805605,6.084277738437672,5.834851759614756,5.8289456176102075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,2
18268,E,4.56101509657714,4.553218506047171,4.557109202978414,5.3981627015177525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2
18269,M,5.505476705417991,5.19933387351028,5.3407353268589555,4.624972813284271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,7
18269,E,4.694546489201663,4.858495152462412,4.773164681545589,4.33729074083249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,3
18270,M,4.242561365458606,4.116076455164524,4.177320437897073,4.238925791033208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,6
18270,E,4.56101509657714,4.082463867612135,4.293382130124308,4.276666119016055,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1
18271,M,5.254162277137086,5.332849940299328,5.292732339769849,4.499809670330265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7
18271,E,4.8303480303607245,5.512260556348964,5.114271176335738,4.624972813284271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9
18272,M,4.193290316451823,3.9230303455673203,4.049057925949454,4.722953221644475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,8
18272,E,4.812329524858047,4.6684711404032155,4.737815655901934,3.8430301339411947,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5
18273,M,5.031018725822876,5.5094287644598685,5.241882967367314,5.184588601219694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,6
18273,E,5.100011597309828,5.399194844733053,5.238455876689774,5.545177444479562,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,8
18274,M,3.8960387929838913,4.031446701812355,3.9614525834937906,3.7376696182833684,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
18274,E,4.8864374970117685,4.906786009041269,4.896559996176722,5.480638923341991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
18328,M,3.4034675301966946,3.3212442892925464,3.3615110650241893,5.717027701406222,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,9
18328,E,3.8918202981106265,3.7932048616028906,3.841297446579753,4.0943445622221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,2
18329,M,5.139712336371398,5.801330927548672,5.41677404496763,6.040254711277414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9
18329,E,4.1588830833596715,4.019103485036345,4.0865529778620155,3.295836866004329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,5
18330,M,6.046189446797229,6.1953242951004635,6.117979293174843,4.624972813284271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,4
18330,E,4.254429977569173,3.94676950179319,4.088814240659135,3.874667218884377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,8
18331,M,4.823961422563437,5.229951733864353,5.006493027535044,5.0369526024136295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,8
18331,E,4.467286478624705,4.6344048458420115,4.5473586486226125,4.584967478670572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1
18332,M,4.538184227874041,4.318824243014356,4.422501406004377,4.718498871295094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
18332,E,5.231331408433986,6.092921516278136,5.572069912083501,5.583496308781699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7
18333,M,4.8836673488628,5.205242023940586,5.031583717734875,3.7495040759303713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8
18333,E,6.136430317358167,7.5504929075219955,6.611926248860519,5.318119993844216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
18334,M,4.7305433909111505,5.171702029775495,4.926989847525332,4.718498871295094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0
18334,E,5.695624286954738,5.640487759684808,5.66767606686459,4.343805421853684,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0
18335,M,4.941642422609305,5.522551069313109,5.190494981604196,4.0943445622221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,3
18335,E,3.6294560336431356,3.5053645286623403,3.5654866771854,3.3381392456950185,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,2
18336,M,4.248693635066576,4.245779663531127,4.247235587895463,4.718498871295094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
18336,E,4.335705012056206,4.198536510458558,4.264770703029861,5.342334251964811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5
18337,M,4.276666119016055,4.221378906987928,4.2486404771781965,4.33729074083249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7
18337,E,5.508809800308688,6.123132800974717,5.769520860778071,5.0106352940962555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,5
18338,M,5.115182979497056,5.124550636285796,5.119855838807319,4.653960350157523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9
18338,E,4.3324236402474225,4.037693256046449,4.174239272653907,5.2574953720277815,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
18339,M,4.80146769663802,5.212768454617196,4.986119428398202,4.299550412849643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,3
18339,E,5.563607748684916,5.52007699316355,5.541605523789146,4.6759392568762985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,2
18340,M,5.079628165583207,5.077229266343736,5.078427996623949,5.529429087511423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,7
18340,E,3.729701448634191,3.8809871091285455,3.802486084127422,4.564348191467836,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,0
18341,M,5.077947742116552,5.697325757993288,5.340430576141745,5.4116460518550396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5
18341,E,4.471811938546236,4.665168368261522,4.563824076727351,4.68213122712422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6
18342,M,4.544476117315835,4.473721061135996,4.508472934971006,4.722953221644475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
18342,E,3.4301154716795863,3.1267935362781034,3.2669977982313605,4.605170185988091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,7
18343,M,4.464922411329824,4.565251398780011,4.513829194206843,5.662960480135946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8
18343,E,5.717685379825193,6.024189653311503,5.85924008887454,5.1647859739235145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5
18344,M,4.356869070260161,4.402887476265922,4.37961358490576,4.618415412738112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,1
18344,E,5.406691194758839,5.305179392765831,5.354647765690383,5.204006687076795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0
18345,M,4.872232971237136,4.931604005922016,4.901477938308279,4.679040034554547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7
18345,E,5.545177444479562,5.1290668869479585,5.315633034147697,5.337538079701318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7
18346,M,4.917697298436987,4.915225187927191,4.916460479265987,4.1588830833596715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
18346,E,4.83765459076345,4.9157828103312555,4.875955892189338,4.584967478670572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0
18347,M,4.169047595387133,4.099654189002509,4.133749082323341,4.154969184038536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,8
18347,E,4.824454447964231,4.570486801273024,4.689429753883079,4.962844630259907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
18348,M,3.8960387929838918,3.8976955580910713,3.8968668324286933,4.132496328186477,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9
18348,E,4.92565821016505,5.008786415846297,4.966358774278196,4.90527477843843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0
18349,M,4.326821709076346,5.122254692841503,4.647450099995943,4.23410650459726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9
18349,E,5.031018725822876,6.194771573940508,5.4523755004825665,4.890349128221754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
18350,M,4.56101509657714,4.736442181666234,4.644886728959708,4.071871706370042,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2
18350,E,4.2733330241253595,4.075111994576591,4.1693190820526285,4.069026754237811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4
18351,M,5.14880176147926,5.590065333758357,5.345289294533103,5.662960480135946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,2
18351,E,4.058557722481666,3.4351421207835338,3.699035945224841,4.54063166485052,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,6,2
18352,M,5.148801761479259,5.105013858853725,5.126668156759646,4.816241156068032,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,4
18352,E,5.254162277137086,5.650482478055778,5.432815829448513,3.951243718581427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0
18353,M,4.337871545262931,3.9618656278334674,4.132299165888655,4.373658385003365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
18353,E,4.56101509657714,4.3922740959401025,4.473089620211115,5.3471075307174685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1
18354,M,4.360344401114989,4.22001261158382,4.287718897175583,4.448516375942715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,8
18407,E,4.278936267550595,4.83062251024546,4.517207573037,4.882801922586371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,4
18408,M,5.5136807305432844,5.421775581504991,5.466672707847538,5.529429087511423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1
18408,E,5.139712336371398,5.097513702455908,5.118390445339174,5.634789603169249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,5
18409,M,4.98556165654414,5.423726307271192,5.180835003891872,5.1298987149230735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,4
18409,E,4.611104921507906,5.1648819426889405,4.850139843888731,5.272999558563747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
18410,M,4.477573528883383,4.487622634113017,4.482585458486824,5.337538079701318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0
18410,E,3.794342005382279,3.473404405730755,3.6210529674296668,3.6888794541139363,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,8
18411,M,4.572646994282532,4.635919435483095,4.6037828731087425,4.848116364598481,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
18411,E,4.538184227874042,4.8983411942082276,4.70213546323816,4.5217885770490405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1
18412,M,4.160889996732573,3.7944922458671355,3.9610032420579375,4.430816798843313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
18412,E,5.037818028690058,4.82182998361508,4.924003951471077,5.541263545158426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,6
18413,M,4.249360668325788,4.279731827610895,4.264430951484963,5.0238805208462765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
18413,E,4.779333555080583,5.100617937048932,4.9271279058045865,5.3471075307174685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
